Questions,Correct,A,B,C,D
"In the game RuneScape, wearing Zamorack armour requires this level.", 40,50,40,35,99
"At the start of the RPG game Final Fantasy VIII, which characters are shown in the opening movie?"," Squall, Seifer, Rinoa, Edea","Squall, Seifer, Rinoa, Edea","Squall, Rinoa","Squall, Seifer, Quistis","Zell, Selphie, Squall"
What is inside the lamp given to you by Headmaster Cid before your first official SEED mission in the role-playing game Final Fantasy VIII?, Diablos,Ethers,Ifrit,Potions,Diablos
"In Final Fantasy VIII, what is Seifers romantic dream?", To be Edeas knight,To be Edeas knight,To marry Selphie,To date Rinoa,To go on holiday with Ade
"Which two characters played Rock, Paper, Scissors in the role-playing game Final Fantasy VIII?", The Brothers,Seifer and Squall,Adel and Edea,The Brothers,Squall and Zell
"In the last fight of the role-playing game Final Fantasy VIII, who does Ultimecia summon?", Griever,None of these,Rinoa,Ultima Weapon,Griever
Which of these is not included in the game Animal Crossing?, A barbers shop.,A tailors shop,A dump,A museum,A barbers shop.
"In Runescape, what creature lives in the basement of Draynor Manor?", a vampire,a vampire,a witch,a werewolf,a zombie
What is the highest level your character can go up to in the Runescape game for non-members?, 126,99,126,113,It never ends
What item do you obtain from the 2006 Runescape Christmas Special?, a reindeer hat,a pair of Santas magical boots,a reindeer hat,a Santa hat,a polar bear suit
"Which of these anime characters can use the technique, known as Rasengan?", Naruto,Kakashi,Lee,Tenten,Naruto
What did anime character Sasuke say when he received the cursed seal?, Im an avenger.,Ill destroy your whole clan.,Im an avenger.,With this power Ill brake every bone in your body.,You are dead.
Who taught Sasuke the Chidori technique in the Naruto series?, Kakashi,Naruto,Itachi,Kakashi,Orochimaru
What technique in the Naruto series was created by Kakashi?, Chidori,Primary lotus,Rasengan,Leaf whirlwind,Chidori
What does Naruto dream of being in the self-titled anime series?, hokage,hokage,real estate salesman,singer,a pizza man
What Naruto character was initially infatuated with Sasuke?, Sakura,Ino,None of these,Sakura,Hinata
You get the P90 weapon at what level in Call of Duty 4?, 40,37,43,34,40
How many different weapons are there in Call of Duty 4?, 29,30,29,17,22
"In the adventure video game Banjo-Kazooie, how many turtles are in Tiptups choir?", 6,7,6,5,8
"In Gobis Valley from the Banjo-Kazooie adventure video game, how many notes are there in front of the door that you ride the magic carpet to?", 5,3,5,9,7
"In Mad Monster Mansion from the Banjo-Kazooie video game, what is the time shown on the clock above the church?", None of these,13 oclock,None of these,The hands are moving,Midnight
"In the third quest of Act III in Diablo II, how many items must be retrieved?", 4,4,1,5,2
"Who must you talk to, in order to activate the Lam Esens Tome quest in the computer game Diablo II?", Alkor,Asheara,Ormus,Deckard Cain,Alkor
"The 5th quest in Act III of Diablo II is activated by Ormus, only if you are able to find this place.", Travincal,Kurast Bazaar,Durance of Hate,Upper Kurast,Travincal
What boss must be fought in the last quest in Act III of the computer game Diablo II?, Mephisto,Andariel,Diablo,Baal,Mephisto
What reward will you receive upon completing the first quest in Act IV of the game Diablo II?, Two skill points,Free repair,Two skill points,Free potions,Two points in your attributes
You must talk to this person in order to activate your 2nd quest in Act IV of the computer game Diablo II., Deckard Cain,Tyrael,Halbu,Jamella,Deckard Cain
What is the title of the last quest in Act IV of the computer game Diablo II?, Terrors End,Diablo: Lord of Terror,Revenge,Terrors End,Restoration of Goodness
"Which one of these songs is NOT in the final section of Guitar Hero III, Lous Inferno?", Stricken,Stricken,Raining Blood,One,The Number of the Beast
"After you beat Guitar Hero III on Expert, you are informed that you can really test your skill by doing this.", playing Expert in Precision Mode,playing Expert in Precision Mode,playing people online,trying to get 5 stars on every song,battling against a friend
On what date was the release of Call of Duty 4: Modern Warfare announced?," April 25, 2007","April 25, 2007","March 10, 2007","June 30, 2007","June 22, 2007"
How many times can a player trade in their levels at prestige mode in the first-person shooter Call of Duty 4?, 10,11,9,10,12
What is the 2nd quest in the first chapter of the computer game Diablo II?, Sisters Burial Grounds,The Forgotten Tower,Sisters Burial Grounds,Den of Evil,The Search for Cain
Who must be rescued in the third quest of the game Diablo II?, Deckard Cain,Deckard Cain,Raven,Gheed,Flavie
What must be retrieved in the fifth quest of the first act of the computer game Diablo II?, Horadric Malus,Horadric Headpiece,Horadric Staff,Horadric Cube,Horadric Malus
What is the last quest in Chapter I of the computer game Diablo II?, Sisters to the Slaughter,Sisters to the Slaughter,Fathers to the Slaughter,Brothers to the Slaughter,Mothers to the Slaughter
Who must be defeated in the first quest of the second chapter of the computer game Diablo II?, Radament,Radament,Duriel,Tal Rasha,Summoner
"Which item must be formed, to succeed in the second quest of Chapter II of the computer game Diablo II?", Horadric Staff,Horadric Malus,Horadric Shaft,Horadric Headpiece,Horadric Staff
What is your objective of the 4th quest of Chapter II in the game Diablo II?, to get the Journal,to kill the Summoner,to kill all monsters in the Arcane Sanctuary,to open the portal to the Kurast Docks,to get the Journal
Who must be killed in the 5th quest in Chapter II of  Diablo II?, Summoner,Hell Clan,Summoner,Ghoul Lord,Specter
Who must be saved in the last quest in Chapter II (The Seven Tombs) of the computer game Diablo II?, Tyrael,Tyrael,Ormus,Jamella,Halbu
Name Master Chiefs partners in the video game Halo 1., Green Horns,Alienators,Alien Hunters,Green Toads,Green Horns
Name the aliens with the shields in the game Halo 1., Jackals,Hunters,Jackals,Grunts,Elites
What are the smallest aliens you face in the video game Halo 1?, Grunts,Jackals,Hunters,Elites,Grunts
These aliens are the protectors of halo in the video game Halo 1., Elites,Jackals,Hunters,Elites,Grunts
What is the name of the suit Samus starts out with in almost every Metroid video game?, Varia Suit,Power Suit,Gravity Suit,Varia Suit,Phazon Suit
What word is always attached to the names of the shots that come from Samus arm-mounted gun in the Metroid video game?, Beam,Beam,Rocket,Gun,Launcher
What type of character is Samus from the Metroid video game?, Human Female,Chozo Male,Human Male,Luminoth Female,Human Female
"In the Metroid video game, what is Samus profession?", Bounty Hunter,Professional Collector,Soldier,Pirate,Bounty Hunter
What special abilities are unique to Metroids in the video game series Metroid?, They can suck out your life energy.,They can suck out your life energy.,They can kill by physical contact.,They can create lifelike illusions.,They can kill by eye contact.
Which of these is not an upgrade Samus receives in the Metroid game series?, Grenade Launcher,Grenade Launcher,Morph Ball,Missile Launcher,Grapple Beam
"In the Metroid video game series, what species created the suit and most of the upgrades available to Samus?", The Chozo,The Lords of Science,The Chozo,The Luminoth,The X
Which of these is not an ability available to Samus while in Morph Ball Mode of the Metroid video game?, Phazon Bomb,Phazon Bomb,Bomb,Power Bomb,Boost Ball
"Naruto was first published in 1999, in this magazine.", Weekly Shonen Jump,Weekly Shonen Run,Weekly Shonen Jump,Monthly Shonen Jump,None of these
Who is the only female Akatsuki member in the Naruto manga series?, Konan,Jugo,Madara,Kanan,Konan
Who is the first ninja recruited for the fictional team Hawk?, Suigetsu Hozuki,Suigetsu Hozuki,Shunsuke Sakuya,Sasuke Uchiha,Akeno Watanabe
Namikaze Sateraito is the opening song for the first 22 episodes of which Naruto season?, 1,1,7,6,8
Orochimarus Curse is the title of which volume of the Naruto manga?, 7,5,6,7,4
When was the first version of RuneScape released to the public?, January 4th 2001,"July 4th, 2003",Febuary 8th 1998,January 4th 2001,June 5th 2001
What was RuneScape originally named?, DeviousMUD,DeviousMUD,Runeworld,DeviousWOF,RuneLand
What is the name of the evil god in RunesSape whose rival is Saradomin?, Zamorak,Guthan,Guthix,Dharok,Zamorak
"Ash Ketchum, the main protagonist in the Pokémon anime, is loosely based on what other character?", Red,Blue,Green,Red,Yellow
In what way can you evolve the Pokemon Gilgar into Gliscor in the Diamond and Pearl Pokemon series for Nintendo DS?, none of these,none of these,train it at night,Trade it while holding a razor fang,trade it
Which of these is not the title of an actual PC game?, Last Warrior of Orion,Power Rangers Time Force,Last Warrior of Orion,Master of Magic,Archon Ultra
Which of the following is part of the game Archon Ultra?, Valkyrie,Valkyrie,Black Knight,Witch,Orc
Which of these games was not developed by New World Computing?, X-COM: UFO Defense,Heroes of Might and Magic,Planets Edge,Might and Magic,X-COM: UFO Defense
Which of the following is not an adventure game?, Raptor: Call of the Shadows,Dragon Lore: The Legend Begins,Raptor: Call of the Shadows,The Nine Lives of the Secret Agent Katt,7th Guest
What type of game is Power Rangers Time Force?, All of these,All of these,3D Action game,Mini-game collection,2D Side-scroller
Who created the game Last Half of Darkness?, William R. Fisher III,Brian Moriarty,Bill Gates,William R. Fisher III,Roberta Williams
Which of the following is not a real role-playing game?, Last Guardian,Albion,Dungeon Master,Last Guardian,Bloodnet
What is the name of the evil dragon in RuneScape that players have to kill in the Dragon Slayer quest?, Elvarg,Elvarg,Delrith,Hector,Verac
"In the RuneScape game, on the Construction Skillcape emote, the character performing the emote does which of the following?", Builds a small house around himself,Builds a small house around himself,Hammers down nails on a board,Makes a workbench with a saw,Builds a bridge
In what RuneScape quest do you have to use a friend from the opposite gang?, Shield of Arrav,Dragon Slayer,Shield of Arrav,Vampire Slayer,Romeo and Juliet
"In the game Super Mario Kart, how many coins do you receive for placing 1st in a single race?", 9,15,9,10,12
"All of the following cups are in the game Super Mario Kart, except which one of these?", Lightning cup,Star cup,Mushroom cup,Special cup,Lightning cup
"All of the following are items used in the game Super Mario Kart, for the Super NES, except which one of the following?", blue shell,coins,banana peel,ghost,blue shell
"On the Nintendo 64 version of Mario Kart, Wario replaced which of the following playable characters from the Super NES version?", Koopa Troopa,Princess Peach,Koopa Troopa,Donkey Kong,Yoshi
"Excluding collections, how many Might and Magic games were released from 1986 to 2002?", 11,11,9,10,7
"In Might and Magic 8, which of these classes are unselectable for the main character?", Dragon,Vampire,Dark Elf,Knight,Dragon
Which of these games is rogue-like?, Ancient Domains of Mystery,Neverwinter Nights,Baldurs Gate,The Elder Scrolls 4 Obvilion,Ancient Domains of Mystery
How many races are there in Star Wars: Galactic Battlegrounds? (With expansion), 8,12,7,8,6
What do you transform into in stage 4 of Altered Beast?, Weretiger,Werewolf,Werebear,Weredragon,Weretiger
Which of these games isnt an action/adventure hybrid?, Grand Theft Auto,Grand Theft Auto,Kings Quest: Mask of Eternity,The Nine Lives of the Secret Agent Katt,The Adventures of Maddog Williams
Who is the protagonist of the PC game Blood?, Caleb,Ellen Ripley,Hugo,Blake Stone,Caleb
Which of these isnt a game from the Hugo series?, Hugos Castle of Death,Hugos Castle of Death,Hugos House of Horror,Nightmare 3D,Whodunit?
Name the odd game., Archon,The Terminator,Doom,Twilight 2000,Archon
Which of these games was not developed by Blizzard?, Hammer of the Gods,Blackthrone,Diablo,The Lost Vikings,Hammer of the Gods
Which of these games was developed by New World Computing?, Planets Edge,Pizza Tycoon,Planets Edge,Blackthrone,One Must Fall 2097
Which of these isnt a Sega collection for PC?, Sega Genesis Collection,Sega Genesis Collection,Sonic 3 and Knuckles,Sega Smash Pack,Sonic Adventure DX: Directors Cut
"In the Nancy Drew conputer games, Nancy Drews trusty sidekicks are cousins George Fayne and this slightly plump blonde.", Bess,Jenny,Beth,Bess,Tess
These two detective brothers appear several times in the Nancy Drew computer games to help Nancy solve mysteries., Frank and Joe,Frank and Joe,Frank and Moe,Fred and Joseph,None of these
What was the very first Nancy Drew computer game?, Secrets Can Kill,Treasure in the Royal Tower,Secrets Can Kill,Message in a Haunted Mansion,Secret of the Old Clock
What did Nancy Drew find along with a message in the computer game Message in a Haunted Mansion?, A shark tooth,A piece of glass,A bat wing,She did not find anything along with the note.,A shark tooth
In which of these computer games did Nancy Drew wake up in the middle of the night because of a nightmare?, Ghost of Blackmoor Manor,Creature of Kapu Cave,Secrets Can Kill,She never had a nightmare.,Ghost of Blackmoor Manor
"Which of these characters appears in the Nancy Drew computer game Lights, Camera, Curses!?", Molly McOwens,Rick Arlen,None of these,Molly McOwens,Sally McDonald
"In the computer game Warnings at Waverly Academy, what was pictured on Nancy Drews cabin door?"," Mr. Mingles, the cat","Mr. Mingles, the cat",A butterfly with you and your roommates names in it,it was blank,The Waverly Academy crow
"Rick Arlen is known as an arrogant television star from Stay Tuned for Danger, but his picture appears in what place in another Nancy Drew game?", In a briefcase,His picture never appears in another game,In a briefcase,In a bottle,In a bedside picture frame
"In the Nancy Drew computer game Ghost Dogs of Moon Lake, what is the rangers last name?", Smith,Smith,Wilkinson,Madison,His last name was never revealed
"When you first start Wonderland Online, where do you find yourself?", On a ship,On a ship,On an island,On a dock,In a volcano
"When your raft gets washed up, what is the place it lands (for the first time) in the game Wonderland Online?", Starter Beach,Beginners Island,Tutorial Ridge,Starter Beach,Newbie Point
Which one of these is not a jelly monster you can find on North Island in the game Wonderland Online?, Pear,Pineapple,Pear,Kiwi,Grape
"In Wonderland Online, which of these makes your level go up?", Killing monsters,Killing monsters,Fishing,Setting up shops,Compounding items
What game starts when you talk to some fierce rabbits at Kelan Village in Wonderland Online?, Reaction,Operation,Situation,Conversation,Reaction
What does a mermaid at North Island ask you to fetch for her as a quest in the game Wonderland Online?, A shell,Her true love,Her will,A message in a bottle,A shell
How many characters in Super Smash Bros Brawl have the Final Smash Attack of Landmaster?, 3,none,3,2,4
How many characters are there at the beginning of Super Smash Bros Brawl?, 20,19,15,21,20
How many Super Smash Bros Brawl characters have 2+ characters in their team?, 5,6,5,4,3
How many bosses are there in Subspace Emissary in Super Smash Bros Brawl?, 8,10,9,8,5
What are the bosses in the first Metroid game?," Ridley, Kraid, Mother Brain","Alpha Metroid, Gamma Metroid, Zeta Metroid, Omega Metroid, Queen Metroid","Ridley, Mother Brain, Queen Metroid","Ridley, Kraid, Mother Brain","Ridley, Kraid, Queen Metroid"
Chronologically what is the last boss Samus has faced in the Metroid series?, Omega Metroid,Omega Metroid,Queen Metroid,Mother Brain,Aurora Unit 313
In Metroid Prime 3: Corruption Samus fights Meta Ridley while falling down which of the following?, Generator Shaft,Elevator Shaft,Generator Shaft,Ventilation System,Garbage Disposal
Why is Phatoons eye his weak point in the Metroid series?, His eye is the only thing that connects him to the material world.,He will run away if blinded.,His eye is the only thing that connects him to the material world.,His eye is his only weapon.,It is unknown.
The Pinnacle of Project Helix is what kind of Phazon Infused Space Pirate?, Omega Pirate,Berserker Lord,Berserker Knight,Omega Pirate,Elite Pirate
What is Nightmares main weapon in the Metroid series?, Multi-laser system,Gravity Manipultain Device,Phazon Cannons,The ability to create hallucinations,Multi-laser system
"Of the Crysis characters below, who is not a member of Raptor Team?", Alcatraz,Psycho,Alcatraz,Aztec,Prophet
What Crysis character founded C.E.L.L?, Jacob Hargreave,Jacob Hargreave,Dr. Gould,Tara Strickland,Major Lockhart
Which city is not a Ceph point of interest in the Crysis game series?, Paris,London,Paris,Cairo,Hawaii
Which map is considered as a remake of the much loved Halo 3 map Valhalla?, Ragnarok,Exile,Haven,Vortex,Ragnarok
What is the award you get for infecting every player in Flood mode in Halo 4 Multiplayer?, Gravemind,Hunter,Gravemind,Floodifier,Flood Master
Which  Halo 4 Multiplayer map has a Mantis being constructed in the center of the map?, None,Adrift,None,Ragnarok,Longbow
Which armor ability allows the user to see through walls in Halo 4?, Promethean Vision,Advanced Vision googles,Promethean Vision,X-ray Vision,Heat Scanner
What happens when you die in the 2006 Runescape Halloween Event?, The Grim Reaper comes to claim your body.,You burst into flames of different colors.,The Grim Reaper comes to claim your body.,Saradomin reincarnates your body after you die.,nothing
How many sub-quests are there in the quest Recipe for Disaster?, 10,six,91,5,10
"The King Black Dragon was the highest level monster in Runescape until 7 September 2004, when it was replaced by which of the following?", The Kalphite Queen,Mithril Dragon,Dust Devil,None of these,The Kalphite Queen
Which of these RuneScape weapons is the most powerful?, Ahrims staff,Ancient staff,Sardomin staff,Iban staff,Ahrims staff
Which of these is the best type of RuneScape weapon for non members?, Dragon,Rune,Granite,Barrow,Dragon
Which of these RuneScape quests is the most difficult?, Monkey Madness,Final Showdown of Death,Prince Ali Rescue,Monkey Madness,Dragon Slayer
Name the female character and one of the four survivors in LFD1., Zoey,Marylin,Zoey,Roxanne,Mimi
What is the main difference between LFD1 and LFD2 in regard to use of weapons?, In LFD1 there are no melee weapons like the ax or the machete.,In LFD2 you can use a flame thrower.,In LFD1 there are no melee weapons like the ax or the machete.,In LFD1 there are no pipe bombs.,In LFD2 you can throw hand grenades.
In LFD2 the Parish campaign takes place in this city., New Orleans,Savannah,Miami,Atlanta,New Orleans
What is the name of fictional band featured in LFD2?, The Midnight Riders,The Runarounds,The Rockabillies,Stagnant Water,The Midnight Riders
What pestilence or disease caused people to turn into zombies and deformed some of them into super mutants in LFD?, The green flu,Swines disease,The mutant virus,Nuclear malaria,The green flu
What is the name of the race car driver encountered in the Dead Center campaign of LFD2?, Jimmy Gibbs Jr.,Hank Buffet,Speedy Weedy,Jimmy Gibbs Jr.,Herb Gonzales
In LFD1 the achievement known as Do Not Disturb is awarded for which of the following?, Sneaking past all Witches in a campaign without disturbing one,Not interrupting a fellow survivor when he is busy shooting at one of the zombies,Not waking up your fellow survivors while they are sleeping in the safehouse,Not disturbing a zombie while its eating someone,Sneaking past all Witches in a campaign without disturbing one
In LFD2 the achievement known as the CHAIN OF COMMAND is awarded for which of the following?, Killing 100 Common Infected with the chainsaw,Tying up one of the special infected with some chain,Using a chainsaw to cut through some dense brush,Killing 100 Common Infected with the chainsaw,Whipping one of the zombies with a piece of chain
What unique Zord do the Time Force Rangers have?, Time Shadow,Time Shadow,Last Time,Time Knight,Dark Time
"Zelda, featured in The Legend of Zelda series of video games, is what kind of character?", The princess,The main villain,The old lady,The princess,The elfin hero
What is the currency used in the Legend of Zelda video game series?, Rupees,Coins,Triangles,Rings,Rupees
Which of these is not a race featured in the Legend of Zelda video games?, Hobbit,Zora,Hylian,Hobbit,Rito
Which of these items is always in Links arsenal in the Legend of Zelda games?, Boomerang,Boomerang,Wand of Gamelon,Hookshot,Magic cape
In The Legend of Zelda series of video games Zelda possesses which piece of the Triforce?, Wisdom,Power,Wisdom,All of them,Courage
Which of the following characters is NOT a sidekick in Super Mario Strikers?, Paratroopa,Paratroopa,Birdo,Toad,Hammer bros.
In Mario Superstar Baseball what do you have to you use to unleash your characters super pitch?, A star,A heart,A fire flower,A star,A credit
Which Super Smash Bros. Melee character can be unlocked by defeating the 10-minute melee?, Falco,Falco,Jigglypuff,Roy,Mr. Game and Watch
Which character in Super Smash Bros. Melee can be unlocked by beating the game with every character?, Mr. Game and Watch,Luigi,Falco,Mr. Game and Watch,Roy
Which character in Super Smash Bros. Melee did not have a grapple ability?, Zelda,Zelda,Young Link,Link,Samus
Which Pokemon character in Super Smash Bros. Melee damages itself by using its B button moves?, Pichu,Mewtwo,Jigglypuff,Pichu,Pikachu
Which character in Super Smash Bros. Melee is the final boss of the normal game (Classic Mode)?, Master Hand,Poorly Coordinated Hand,Crazy Hand,Master Hand,Power Hand
Which character in Super Smash Bros. Melee could jump more than once in midair?, Kirby,Peach,Meta Knight,Kirby,Yoshi
Which character in Super Smash Bros. Melee is unlocked by beating the game with a character from the same game?, Roy,Falco,Mewtwo,Roy,Captain Falcon
Which character in Super Smash Bros. Melee had the ability to pick up other characters and walk with them?, Donkey Kong,Ganondorf,Donkey Kong,Bowser,Mario
Which of the following game series featured the most Super Smash Bros. Melee characters?, Mario,Zelda,Mario,Star Fox,Pokemon
Which character in Super Smash Bros. Melee does not have a saving Up B button move?, Yoshi,Yoshi,Bowser,Dr. Mario,Peach
What is the name of the main character in the 2006 third-person shooter Gears of War?, Marcus Fenix,Marcus Fenix,Lt. Kim,Dominic Santiago,Baird
"In video game Gears of War, these creatures let loose loud piercing shrieks when they attack but are generally easy to kill.", Wretches,Wretches,Drones,Corpsers,Theron Guards
"In the Gears of War game, which member of Alpha Team is first found fighting in a small courtyard, alone and taunting the Locust?", Cole,Cole,Baird,Rojas,Kim
Which difficulty setting can only be unlocked by completing Gears of War once on any difficulty?, Insane,Normal,Casual,Insane,Hardcore
Which of these Runescape creatures drops a Dragon 2H Sword?, Chaos Elemental,Mithral Dragon,King Black Dragon,Chaos Elemental,Calphite Queen
What is the name of the city in Runescape that you unlock after the Lost City Quest?, Zanaris,Falador,Zanaris,Catherbys,Camalot
Which of these is the postal service in Runescape?, RPDT,NYER,LPOG,LAPD,RPDT
Which of these pets can you own in Runescape?, Kitten,Hamster,Kitten,Dog,Bird
Which persona from the Killer7 game is the one with the Scope on his/her Automatic?, Kaede,Harman,Con,Dan,Kaede
"In Killer7, what is the character Con Smiths’ age?", 14,17,14,It is not stated.,25
"Which voice-over actress, who has also done voices for Nickelodeon, is the voice of Kaede in Killer7?", Tara Strong,Debby Derryberry,Tara Strong,Lacey Chabert,E.G Daily
What is the name of character Iwazarus ex-wife in the action/adventure game Killer7?, Mizaru,Mizaru,None of the above,Mizaro,Mizari
"In the game Killer7, what is the name of Harmans maid?", Samantha,Susan,Suzie,Polly,Samantha
The only time you can use the save feature in Killer7 is when character Samantha is in what costume?, Maid uniform,Tight black overall,Normal clothing,Evening gown,Maid uniform
What was Mask De Smith’s profession before coming apart of the killers’ team in Killer7?, Professional wrestler,Costume artist,Professional boxer,Bodyguard,Professional wrestler
"In the action/adventure Killer7, who is the only informant able to contact the Killer7 team?", Christopher Mills,Kun Lan,Christopher Mills,Heaven Smile,Travis
"Besides your Avatar, what other characters can you get at the beginning of the game Baldurs Gate II: Shadows of Amn?"," Imoen, Jahiera, Minsc","Imoen, Jahiera, Minsc","Aerie, Jahiera, Jan","Khalid, Jahiera, Minsc","Valygar, Jahiera, Minsc"
Where can you get the gauntlets of ogre power in the game Baldurs Gate II: Shadows of Amn?, The Planar Sphere,The Shadow thieves cellar,The Temple ruins,The Planar prison,The Planar Sphere
What ranger can you save in the game Baldurs Gate II: Shadows of Amn by defeating the Shadow lord in the ruin temple?, Merella,Merella,Valygar,Minsc,Drizzt
"What organization takes Imoen from you, after you escape the first level in the game Baldurs Gate II: Shadows of Amn?", The Cowled Wizards,The Athkatla Guard,The Emerald warriors,The Shadow Thieves,The Cowled Wizards
Who kidnaps Nalia in the game Baldurs Gate II: Shadows of Amn?, Isaea Roenal,Isaea Roenal,Jon Irenicus,Corieg Axehand,Stumpy Ironfoot
"In the 2007 RuneScape Easter special, what item or items do you earn by helping the Easter bunny?", A chicken suit,An egg that you eat that brings you up one level,A chicken suit,A bunny suit,A ring that transforms you into an egg
What two special benefits do RuneScape members get?, special tree logs and special locations,rainbow boots and fighting boots,special money and no extra lands,special tree logs and special locations,you can kill demons and go to the barbarian village
"On a non-member world in RuneScape, how many places can you travel to on the ship in Port Sarim?", 1,3,6,1,4
What animal is Santa on the 2005 RuneScape Christmas special?, wolf,polar bear,wolf,reindeer,penguin
What is the name of the dog the main character is trying to save in the Dogs Life video game?, Daisy,Butter,Jesse,Daisy,Katie
What changes on the dog every time you go to a different Poodle Parlour in the video game Dogs Life?, his collar,his attitude,the markings on his coat,his collar,his leash
At what location do you first have to run away from the dog catcher in the Dogs Life video game?, Village center,Boom City Park,Lake Minniwahwah Cafe,Village center,Farmhouse
"When you pick up scents in the game Dogs Life, which of the following is not part of a competition with another dog?", Barking competition,Marking territory,Barking competition,Digging holes,Doing tricks
What are the names of Miss Peaches henchmen in the Dogs Life game?, Wayne and Dwayne,Wayne and Dwayne,Bob and Rob,Ryan and Bryan,John and Ron
"In the Dogs Life video game, what challenge do the purple scents start?", Collect them all before time runs out,Obtain more territory than the other dog,Dig holes faster than the other dog,Collect them all before time runs out,Get all the food before the other dog does
"What improves your speed, stamina, and health in the game Dogs Life?", bones,bones,washing,people,collars
Which of the following is NOT found at the grooming parlour in the video game Dogs Life?, shaver,scissors,shower head,shaver,a sponge
How many places can you go to by train in the Dogs Life game?, 3,3,5,50,7
What is the name of the radio show in the game Dogs Life?, The Loud Brothers Live,Lake Minniwahah Chat,Miss Peaches Radio Show,"Blues, Smooths, and Clues Live",The Loud Brothers Live
What button do you press to dig in Dogs Life (PS2)?, Circle,Cross,Square,Triangle,Circle
What color is Miss Peaches hair in the video game Dogs Life?, Orange,Orange,Brown,Blonde,Black
Where is the Lucky 7s Machine located in the game Dogs Life?, Lake Minniwahwah Cafe,Lake Minniwahwah Slopes,Lake Minniwahwah Hotel,Lake Minniwahwah Mountain Top,Lake Minniwahwah Cafe
"In the Dogs Life video game, what is the name of the group of bandits at Boom City?", The Sleeping Bandits,The Sleeping Bandits,The Danger Bandits,The Ruthless Bandits,The Masked Bandits
What color is the jacket the girl wants you to get from the ski slopes in the video game Dogs Life?, yellow,black,white,yellow,red
"In the Dogs Life video game, what does the girl NOT ask you to bring to make her snowman?", a scarf,a scarf,a hat,twigs,coal
